date,drug_category,actual_sales,p10_demand,p50_demand,p90_demand,uncertainty_band,safety_stock,reorder_point,target_stock_lvl,simulated_inventory,stockout_risk,overstock_risk,replenishment_recommendation,recommended_order_qty,order_trigger
2019-06-03,M01AB,0.33,2.53,5.13,12.19,9.66,12.23,27.62,48.8,37.15,0,0,INCREASE REPLENISHMENT,2.0,PROACTIVE (Forward Shortfall)
2019-06-04,M01AB,6.34,2.65,5.07,11.51,8.86,11.15,26.36,45.68,46.82,0,1,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-06-05,M01AB,5.0,2.54,5.07,12.24,9.7,12.42,27.63,49.14,40.48,0,0,INCREASE REPLENISHMENT,7.0,PROACTIVE (Forward Shortfall)
2019-06-06,M01AB,7.67,2.31,4.79,12.0,9.69,12.49,26.86,48.49,37.48,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2019-06-07,M01AB,6.0,2.5,4.8,12.49,9.99,13.32,27.72,50.79,29.81,0,0,INCREASE REPLENISHMENT,9.0,PROACTIVE (Forward Shortfall)
2019-06-08,M01AB,3.0,3.15,5.55,13.24,10.09,13.32,29.97,53.04,30.81,0,0,INCREASE REPLENISHMENT,9.0,PROACTIVE (Forward Shortfall)
2019-06-09,M01AB,9.33,2.76,5.44,13.12,10.36,13.3,29.62,52.66,32.81,0,0,INCREASE REPLENISHMENT,2.0,PROACTIVE (Forward Shortfall)
2019-06-10,M01AB,3.0,2.56,5.0,13.96,11.4,15.52,30.52,57.4,32.48,0,0,INCREASE REPLENISHMENT,14.0,PROACTIVE (Forward Shortfall)
2019-06-11,M01AB,11.34,3.01,5.29,12.72,9.71,12.87,28.74,51.03,38.48,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-06-12,M01AB,8.0,2.51,4.91,14.26,11.75,16.19,30.92,58.97,29.14,1,0,INCREASE REPLENISHMENT,16.0,REACTIVE (Below ROP)
2019-06-13,M01AB,0.68,3.51,5.25,14.53,11.02,16.07,31.82,59.66,35.14,0,0,INCREASE REPLENISHMENT,9.0,PROACTIVE (Forward Shortfall)
2019-06-14,M01AB,3.18,1.52,4.59,15.6,14.08,19.07,32.84,65.87,34.46,0,0,INCREASE REPLENISHMENT,7.0,PROACTIVE (Forward Shortfall)
2019-06-15,M01AB,7.0,2.99,5.28,16.61,13.62,19.62,35.46,69.45,47.28,0,0,INCREASE REPLENISHMENT,7.0,PROACTIVE (Forward Shortfall)
2019-06-16,M01AB,4.0,3.03,5.23,16.24,13.21,19.07,34.76,67.79,49.28,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2019-06-17,M01AB,6.66,2.61,4.94,15.42,12.81,18.15,32.97,64.41,52.28,0,0,INCREASE REPLENISHMENT,1.0,PROACTIVE (Forward Shortfall)
2019-06-18,M01AB,5.0,2.53,5.09,15.28,12.75,17.65,32.92,63.49,52.62,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2019-06-19,M01AB,3.67,2.46,4.78,12.7,10.24,13.72,28.06,51.82,52.62,0,1,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-06-20,M01AB,5.0,2.27,4.4,12.14,9.87,13.41,26.61,49.83,49.95,0,1,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-06-21,M01AB,3.0,2.71,4.61,11.71,9.0,12.3,26.13,47.43,49.95,0,1,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-06-22,M01AB,3.0,3.09,5.36,12.67,9.58,12.66,28.74,50.67,46.95,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2019-06-23,M01AB,9.33,2.96,5.08,11.66,8.7,11.4,26.64,46.38,43.95,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-06-24,M01AB,10.0,2.91,4.73,12.05,9.14,12.68,26.87,48.83,34.62,0,0,INCREASE REPLENISHMENT,11.0,PROACTIVE (Forward Shortfall)
2019-06-25,M01AB,2.34,2.41,4.93,13.74,11.33,15.26,30.05,56.48,28.62,1,0,INCREASE REPLENISHMENT,17.0,REACTIVE (Below ROP)
2019-06-26,M01AB,2.0,2.74,5.04,14.43,11.69,16.26,31.38,59.55,26.28,1,0,INCREASE REPLENISHMENT,6.0,REACTIVE (Below ROP)
2019-06-27,M01AB,8.16,1.96,4.31,14.14,12.18,17.03,29.96,59.45,35.28,0,0,INCREASE REPLENISHMENT,2.0,PROACTIVE (Forward Shortfall)
2019-06-28,M01AB,4.33,2.44,4.57,14.9,12.46,17.89,31.6,62.59,44.12,0,0,INCREASE REPLENISHMENT,11.0,PROACTIVE (Forward Shortfall)
2019-06-29,M01AB,1.1800000000000002,2.61,5.1,15.15,12.54,17.41,32.71,62.86,45.79,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2019-06-30,M01AB,6.0,2.42,5.18,15.91,13.49,18.58,34.12,66.31,46.61,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2019-07-01,M01AB,5.33,2.22,4.75,14.53,12.31,16.94,31.19,60.53,51.61,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-07-02,M01AB,5.66,2.5,4.83,12.66,10.16,13.56,28.05,51.54,51.28,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-07-03,M01AB,4.0,2.15,4.83,12.44,10.29,13.18,27.67,50.5,49.62,0,0,INCREASE REPLENISHMENT,1.0,PROACTIVE (Forward Shortfall)
2019-07-04,M01AB,5.33,2.97,4.38,11.54,8.57,12.4,25.54,47.02,45.62,0,0,INCREASE REPLENISHMENT,1.0,PROACTIVE (Forward Shortfall)
2019-07-05,M01AB,4.33,2.49,4.73,12.22,9.73,12.97,27.16,49.63,40.29,0,0,INCREASE REPLENISHMENT,8.0,PROACTIVE (Forward Shortfall)
2019-07-06,M01AB,4.34,2.61,5.27,12.55,9.94,12.61,28.42,50.26,36.96,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2019-07-07,M01AB,5.66,2.9,5.34,12.5,9.6,12.4,28.42,49.9,33.62,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2019-07-08,M01AB,6.0,2.86,5.19,12.3,9.44,12.31,27.88,49.21,35.96,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2019-07-09,M01AB,2.67,2.53,5.05,12.74,10.21,13.32,28.47,51.54,34.96,0,0,INCREASE REPLENISHMENT,8.0,PROACTIVE (Forward Shortfall)
2019-07-10,M01AB,10.0,2.29,4.96,12.43,10.14,12.94,27.82,50.23,36.29,0,0,INCREASE REPLENISHMENT,1.0,PROACTIVE (Forward Shortfall)
2019-07-11,M01AB,3.33,2.89,5.07,12.39,9.5,12.68,27.89,49.85,31.29,0,0,INCREASE REPLENISHMENT,10.0,PROACTIVE (Forward Shortfall)
2019-07-12,M01AB,11.0,2.32,4.82,12.48,10.16,13.27,27.73,50.71,35.96,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2019-07-13,M01AB,5.0,2.47,5.55,15.03,12.56,16.42,33.07,61.51,25.96,1,0,INCREASE REPLENISHMENT,22.0,REACTIVE (Below ROP)
2019-07-14,M01AB,6.0,2.69,5.17,14.54,11.85,16.23,31.74,59.85,30.96,1,0,INCREASE REPLENISHMENT,3.0,REACTIVE (Below ROP)
2019-07-15,M01AB,7.33,2.88,5.6,14.94,12.06,16.18,32.98,61.0,28.96,1,0,INCREASE REPLENISHMENT,8.0,REACTIVE (Below ROP)
2019-07-16,M01AB,7.0,3.04,5.59,14.98,11.94,16.26,33.03,61.2,43.63,0,0,INCREASE REPLENISHMENT,7.0,PROACTIVE (Forward Shortfall)
2019-07-17,M01AB,3.99,2.95,5.11,13.39,10.44,14.34,29.67,54.51,39.63,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-07-18,M01AB,11.0,2.75,4.79,12.77,10.02,13.82,28.19,52.13,43.64,0,0,INCREASE REPLENISHMENT,2.0,PROACTIVE (Forward Shortfall)
2019-07-19,M01AB,7.33,3.04,5.39,13.8,10.76,14.57,30.74,55.97,39.64,0,0,INCREASE REPLENISHMENT,15.0,PROACTIVE (Forward Shortfall)
2019-07-20,M01AB,4.34,3.4,5.8,13.01,9.61,12.49,29.89,51.52,32.31,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-07-21,M01AB,6.34,3.13,5.53,12.98,9.85,12.9,29.49,51.84,29.97,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2019-07-22,M01AB,1.0,3.17,5.38,12.79,9.62,12.83,28.97,51.2,38.63,0,0,INCREASE REPLENISHMENT,6.0,PROACTIVE (Forward Shortfall)
2019-07-23,M01AB,1.34,2.79,5.53,14.87,12.08,16.18,32.77,60.79,40.63,0,0,INCREASE REPLENISHMENT,11.0,PROACTIVE (Forward Shortfall)
2019-07-24,M01AB,8.0,2.95,5.42,15.61,12.66,17.65,33.91,64.48,43.29,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2019-07-25,M01AB,6.0,2.68,5.07,15.54,12.86,18.13,33.34,64.75,41.29,0,0,INCREASE REPLENISHMENT,8.0,PROACTIVE (Forward Shortfall)
2019-07-26,M01AB,12.5,2.76,5.16,13.68,10.92,14.76,30.24,55.8,46.29,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-07-27,M01AB,3.34,2.87,5.7,16.97,14.1,19.52,36.62,70.43,38.79,0,0,INCREASE REPLENISHMENT,24.0,PROACTIVE (Forward Shortfall)
2019-07-28,M01AB,4.34,2.51,5.58,17.02,14.51,19.81,36.55,70.87,43.45,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2019-07-29,M01AB,9.0,2.47,5.22,16.66,14.19,19.81,35.47,69.79,39.11,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-07-30,M01AB,9.5,2.79,5.25,16.06,13.27,18.72,34.47,66.9,54.11,0,0,INCREASE REPLENISHMENT,6.0,PROACTIVE (Forward Shortfall)
2019-07-31,M01AB,0.0,3.19,5.43,14.86,11.67,16.33,32.62,60.91,48.61,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2019-08-01,M01AB,8.67,3.06,4.7,16.6,13.54,20.61,34.71,70.41,51.61,0,0,INCREASE REPLENISHMENT,9.0,PROACTIVE (Forward Shortfall)
2019-08-02,M01AB,5.0,1.23,4.96,17.05,15.82,20.94,35.82,72.09,48.94,0,0,INCREASE REPLENISHMENT,11.0,PROACTIVE (Forward Shortfall)
2019-08-03,M01AB,5.34,3.36,5.69,15.9,12.54,17.68,34.75,65.38,47.94,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-08-04,M01AB,6.5,3.23,5.46,15.33,12.1,17.1,33.48,63.09,51.6,0,0,INCREASE REPLENISHMENT,1.0,PROACTIVE (Forward Shortfall)
2019-08-05,M01AB,4.0,2.86,5.37,15.07,12.21,16.8,32.91,62.01,56.1,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2019-08-06,M01AB,10.0,3.2,5.48,14.83,11.63,16.19,32.63,60.68,52.1,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-08-07,M01AB,6.0,2.23,5.03,14.63,12.4,16.63,31.72,60.52,43.1,0,0,INCREASE REPLENISHMENT,10.0,PROACTIVE (Forward Shortfall)
2019-08-08,M01AB,7.66,2.61,4.89,11.85,9.24,12.06,26.73,47.61,42.1,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-08-09,M01AB,3.0,3.16,5.06,12.72,9.56,13.27,28.45,51.43,37.44,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2019-08-10,M01AB,3.33,3.44,5.74,13.16,9.72,12.85,30.07,52.33,44.44,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2019-08-11,M01AB,7.0,3.26,5.41,13.33,10.07,13.72,29.95,53.71,41.11,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2019-08-12,M01AB,8.33,3.44,5.68,13.68,10.24,13.86,30.9,54.9,38.11,0,0,INCREASE REPLENISHMENT,8.0,PROACTIVE (Forward Shortfall)
2019-08-13,M01AB,8.0,3.48,5.37,13.37,9.89,13.86,29.97,53.97,33.78,0,0,INCREASE REPLENISHMENT,8.0,PROACTIVE (Forward Shortfall)
2019-08-14,M01AB,4.34,2.87,5.01,12.14,9.27,12.35,27.38,48.77,30.78,0,0,INCREASE REPLENISHMENT,2.0,PROACTIVE (Forward Shortfall)
2019-08-15,M01AB,8.67,3.29,5.23,12.61,9.32,12.78,28.47,50.61,34.44,0,0,INCREASE REPLENISHMENT,7.0,PROACTIVE (Forward Shortfall)
2019-08-16,M01AB,3.33,3.42,5.07,12.81,9.39,13.41,28.62,51.84,33.77,0,0,INCREASE REPLENISHMENT,10.0,PROACTIVE (Forward Shortfall)
2019-08-17,M01AB,7.67,3.42,5.64,13.22,9.8,13.13,30.05,52.79,32.44,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2019-08-18,M01AB,4.84,3.67,5.7,12.88,9.21,12.44,29.54,51.08,31.77,0,0,INCREASE REPLENISHMENT,6.0,PROACTIVE (Forward Shortfall)
2019-08-19,M01AB,3.68,2.99,5.44,12.58,9.59,12.37,28.69,50.11,36.93,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2019-08-20,M01AB,2.0,2.87,5.31,12.54,9.67,12.52,28.45,50.14,37.25,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-08-21,M01AB,4.34,2.42,5.1,12.69,10.27,13.15,28.45,51.22,41.25,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-08-22,M01AB,5.34,2.55,5.0,12.6,10.05,13.16,28.16,50.96,40.91,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2019-08-23,M01AB,9.67,2.81,5.18,11.61,8.8,11.14,26.68,45.97,38.57,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-08-24,M01AB,13.84,3.17,5.84,13.8,10.63,13.79,31.31,55.19,31.9,0,0,INCREASE REPLENISHMENT,19.0,PROACTIVE (Forward Shortfall)
2019-08-25,M01AB,3.0,3.41,5.65,17.18,13.77,19.97,36.92,71.51,23.06,1,0,INCREASE REPLENISHMENT,30.0,REACTIVE (Below ROP)
2019-08-26,M01AB,2.67,3.27,5.84,17.75,14.48,20.63,38.15,73.88,20.06,1,0,INCREASE REPLENISHMENT,5.0,REACTIVE (Below ROP)
2019-08-27,M01AB,2.34,2.73,5.35,17.51,14.78,21.06,37.11,73.59,36.39,1,0,INCREASE REPLENISHMENT,3.0,REACTIVE (Below ROP)
2019-08-28,M01AB,3.33,2.64,5.06,17.11,14.47,20.87,36.05,72.2,64.05,0,0,INCREASE REPLENISHMENT,1.0,PROACTIVE (Forward Shortfall)
2019-08-29,M01AB,9.0,3.02,5.14,17.37,14.35,21.18,36.6,73.29,65.72,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2019-08-30,M01AB,6.34,3.01,5.18,17.77,14.76,21.81,37.35,75.12,59.72,0,0,INCREASE REPLENISHMENT,11.0,PROACTIVE (Forward Shortfall)
2019-08-31,M01AB,4.68,3.2,5.95,17.97,14.77,20.82,38.67,74.73,54.38,0,0,INCREASE REPLENISHMENT,6.0,PROACTIVE (Forward Shortfall)
2019-09-01,M01AB,2.0,2.53,5.38,13.03,10.5,13.25,29.39,52.34,53.7,0,1,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-09-02,M01AB,5.33,2.7,5.33,13.28,10.58,13.77,29.76,53.61,62.7,0,1,REDUCE REPLENISHMENT,0.0,OVERSTOCKED
2019-09-03,M01AB,9.36,2.7,5.1,12.83,10.13,13.39,28.69,51.88,63.37,0,1,REDUCE REPLENISHMENT,0.0,OVERSTOCKED
2019-09-04,M01AB,2.0,2.77,5.09,13.48,10.71,14.53,29.8,54.97,54.01,0,0,INCREASE REPLENISHMENT,1.0,PROACTIVE (Forward Shortfall)
2019-09-05,M01AB,7.0,2.75,4.99,13.92,11.17,15.47,30.44,57.23,52.01,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2019-09-06,M01AB,1.6800000000000002,2.86,5.14,13.35,10.49,14.22,29.64,54.27,45.01,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2019-09-07,M01AB,8.33,3.2,5.45,14.24,11.04,15.22,31.57,57.94,44.33,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2019-09-08,M01AB,7.01,3.14,5.63,15.19,12.05,16.56,33.45,62.13,41.0,0,0,INCREASE REPLENISHMENT,13.0,PROACTIVE (Forward Shortfall)
2019-09-09,M01AB,1.1800000000000002,2.45,5.14,14.11,11.66,15.54,30.96,57.87,37.99,0,0,INCREASE REPLENISHMENT,2.0,PROACTIVE (Forward Shortfall)
2019-09-10,M01AB,8.66,2.78,5.29,15.38,12.6,17.48,33.35,63.62,41.81,0,0,INCREASE REPLENISHMENT,7.0,PROACTIVE (Forward Shortfall)
2019-09-11,M01AB,2.67,2.6,5.16,14.95,12.35,16.96,32.44,61.81,46.15,0,0,INCREASE REPLENISHMENT,7.0,PROACTIVE (Forward Shortfall)
2019-09-12,M01AB,2.33,2.49,4.69,14.25,11.76,16.56,30.63,59.31,45.48,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-09-13,M01AB,6.34,2.83,4.73,14.41,11.58,16.77,30.96,60.0,50.15,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-09-14,M01AB,8.99,3.57,5.75,14.94,11.37,15.92,33.17,60.74,50.81,0,0,INCREASE REPLENISHMENT,7.0,PROACTIVE (Forward Shortfall)
2019-09-15,M01AB,5.34,3.16,5.38,14.84,11.68,16.39,32.53,60.91,41.82,0,0,INCREASE REPLENISHMENT,10.0,PROACTIVE (Forward Shortfall)
2019-09-16,M01AB,9.33,2.53,4.97,14.23,11.7,16.04,30.95,58.73,39.48,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-09-17,M01AB,4.5,2.9,5.06,13.9,11.0,15.31,30.49,57.01,37.15,0,0,INCREASE REPLENISHMENT,7.0,PROACTIVE (Forward Shortfall)
2019-09-18,M01AB,6.33,2.43,4.91,13.39,10.96,14.69,29.42,54.86,42.65,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-09-19,M01AB,7.33,3.13,4.74,12.46,9.33,13.37,27.59,50.75,39.32,0,0,INCREASE REPLENISHMENT,2.0,PROACTIVE (Forward Shortfall)
2019-09-20,M01AB,5.34,2.65,4.84,12.49,9.84,13.25,27.77,50.72,38.99,0,0,INCREASE REPLENISHMENT,7.0,PROACTIVE (Forward Shortfall)
2019-09-21,M01AB,10.68,2.94,5.71,14.3,11.36,14.88,32.01,57.78,36.65,0,0,INCREASE REPLENISHMENT,13.0,PROACTIVE (Forward Shortfall)
2019-09-22,M01AB,3.33,3.36,5.43,12.75,9.39,12.68,28.97,50.93,27.97,1,0,INCREASE REPLENISHMENT,3.0,REACTIVE (Below ROP)
2019-09-23,M01AB,5.34,2.84,5.32,13.44,10.6,14.06,30.02,54.38,31.64,0,0,INCREASE REPLENISHMENT,7.0,PROACTIVE (Forward Shortfall)
2019-09-24,M01AB,2.0,2.95,5.31,12.85,9.9,13.06,28.99,51.61,39.3,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-09-25,M01AB,6.0,2.18,5.07,13.62,11.44,14.81,30.02,55.67,40.3,0,0,INCREASE REPLENISHMENT,6.0,PROACTIVE (Forward Shortfall)
2019-09-26,M01AB,5.5,2.6,4.78,13.31,10.71,14.77,29.11,54.7,41.3,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2019-09-27,M01AB,4.66,2.44,4.98,13.29,10.85,14.39,29.33,54.26,38.8,0,0,INCREASE REPLENISHMENT,5.0,PROACTIVE (Forward Shortfall)
2019-09-28,M01AB,7.0,3.07,5.59,13.94,10.87,14.46,31.23,56.28,40.14,0,0,INCREASE REPLENISHMENT,7.0,PROACTIVE (Forward Shortfall)
2019-09-29,M01AB,3.51,2.88,5.35,12.22,9.34,11.9,27.95,48.56,38.14,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-09-30,M01AB,2.0,2.99,5.61,11.48,8.49,10.17,27.0,44.61,39.63,0,0,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2019-10-01,M01AB,11.34,2.96,5.15,11.7,8.74,11.34,26.79,46.44,44.63,0,0,INCREASE REPLENISHMENT,2.0,PROACTIVE (Forward Shortfall)
2019-10-02,M01AB,5.18,2.31,5.23,14.17,11.86,15.48,31.17,57.99,33.29,0,0,INCREASE REPLENISHMENT,23.0,PROACTIVE (Forward Shortfall)
2019-10-03,M01AB,5.0,2.4,4.98,13.92,11.52,15.48,30.42,57.24,28.11,1,0,INCREASE REPLENISHMENT,5.0,REACTIVE (Below ROP)
2019-10-04,M01AB,7.34,2.25,5.13,14.09,11.84,15.52,30.91,57.79,25.11,1,0,INCREASE REPLENISHMENT,5.0,REACTIVE (Below ROP)
2019-10-05,M01AB,3.84,3.55,5.85,14.92,11.37,15.71,33.26,60.47,40.77,0,0,INCREASE REPLENISHMENT,10.0,PROACTIVE (Forward Shortfall)
2019-10-06,M01AB,4.0,2.8,5.34,14.51,11.71,15.88,31.9,59.41,41.93,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-10-07,M01AB,7.34,1.97,5.14,14.2,12.23,15.69,31.11,58.29,42.93,0,0,INCREASE REPLENISHMENT,3.0,PROACTIVE (Forward Shortfall)
2019-10-08,M01AB,0.33,2.88,5.39,13.55,10.67,14.13,30.3,54.78,45.59,0,0,MAINTAIN REPLENISHMENT,0.0,HEALTHY ZONE
2020-01-01,M01AB,,2.45,4.97,8.84,6.39,6.7,21.61,33.22,48.26,0,1,REDUCE REPLENISHMENT,0.0,OVERSTOCKED
2020-01-02,M01AB,,2.44,4.97,8.2,5.76,5.59,20.5,30.19,46.29,0,1,REDUCE REPLENISHMENT,0.0,OVERSTOCKED
2020-01-03,M01AB,,2.6,5.38,7.98,5.38,4.5,20.64,28.44,41.32,0,1,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2020-01-04,M01AB,,3.17,5.59,8.62,5.45,5.25,22.02,31.11,35.94,0,1,MAINTAIN REPLENISHMENT,0.0,PIPELINE IN-TRANSIT SUFFICIENT
2020-01-05,M01AB,,2.98,5.51,8.61,5.63,5.37,21.9,31.2,30.35,0,0,INCREASE REPLENISHMENT,1.0,PROACTIVE (Forward Shortfall)
2020-01-06,M01AB,,2.69,5.41,8.16,5.47,4.76,20.99,29.24,24.84,0,0,INCREASE REPLENISHMENT,4.0,PROACTIVE (Forward Shortfall)
2020-01-07,M01AB,,2.59,6.12,8.75,6.16,4.56,22.92,30.81,19.43,1,0,INCREASE REPLENISHMENT,7.0,REACTIVE (Below ROP)
2020-01-08,M01AB,,2.7,5.57,9.0,6.3,5.94,22.65,32.94,14.31,1,0,INCREASE REPLENISHMENT,8.0,REACTIVE (Below ROP)
2020-01-09,M01AB,,2.59,5.45,8.45,5.86,5.2,21.55,30.55,12.74,1,0,INCREASE REPLENISHMENT,3.0,REACTIVE (Below ROP)
2020-01-10,M01AB,,2.76,5.54,8.33,5.57,4.83,21.45,29.82,14.29,1,0,INCREASE REPLENISHMENT,5.0,REACTIVE (Below ROP)
2020-01-11,M01AB,,2.72,5.0,9.19,6.47,7.26,22.26,34.83,16.75,1,0,INCREASE REPLENISHMENT,11.0,REACTIVE (Below ROP)
2020-01-12,M01AB,,2.39,5.7,9.23,6.84,6.11,23.21,33.8,14.75,1,0,INCREASE REPLENISHMENT,4.0,REACTIVE (Below ROP)
2020-01-13,M01AB,,2.36,6.09,8.93,6.57,4.92,23.19,31.71,14.05,1,0,INCREASE REPLENISHMENT,3.0,REACTIVE (Below ROP)
2020-01-14,M01AB,,2.4,5.64,9.36,6.96,6.44,23.36,34.52,18.96,1,0,INCREASE REPLENISHMENT,9.0,REACTIVE (Below ROP)
2020-01-15,M01AB,,2.65,5.51,8.45,5.8,5.09,21.62,30.44,17.32,1,0,INCREASE REPLENISHMENT,2.0,REACTIVE (Below ROP)
2020-01-16,M01AB,,2.23,5.34,8.16,5.93,4.88,20.9,29.36,14.81,1,0,INCREASE REPLENISHMENT,4.0,REACTIVE (Below ROP)
2020-01-17,M01AB,,2.15,5.35,8.16,6.01,4.87,20.92,29.35,18.47,1,0,INCREASE REPLENISHMENT,5.0,REACTIVE (Below ROP)
2020-01-18,M01AB,,2.01,5.8,8.87,6.86,5.32,22.72,31.93,15.12,1,0,INCREASE REPLENISHMENT,8.0,REACTIVE (Below ROP)
2020-01-19,M01AB,,2.35,5.96,8.84,6.49,4.99,22.87,31.51,13.32,1,0,INCREASE REPLENISHMENT,6.0,REACTIVE (Below ROP)
2020-01-20,M01AB,,2.44,5.59,8.47,6.03,4.99,21.76,30.4,12.36,1,0,INCREASE REPLENISHMENT,5.0,REACTIVE (Below ROP)
2020-01-21,M01AB,,2.13,5.47,8.66,6.53,5.53,21.94,31.51,14.77,1,0,INCREASE REPLENISHMENT,6.0,REACTIVE (Below ROP)
2020-01-22,M01AB,,2.42,5.82,8.7,6.28,4.99,22.45,31.09,15.3,1,0,INCREASE REPLENISHMENT,5.0,REACTIVE (Below ROP)
2020-01-23,M01AB,,2.08,5.24,8.17,6.09,5.07,20.79,29.58,14.48,1,0,INCREASE REPLENISHMENT,5.0,REACTIVE (Below ROP)
2020-01-24,M01AB,,2.58,5.56,8.25,5.67,4.66,21.34,29.41,15.24,1,0,INCREASE REPLENISHMENT,5.0,REACTIVE (Below ROP)
2020-01-25,M01AB,,2.73,5.87,8.98,6.25,5.39,23.0,32.33,14.68,1,0,INCREASE REPLENISHMENT,8.0,REACTIVE (Below ROP)
2020-01-26,M01AB,,2.33,5.94,8.9,6.57,5.13,22.95,31.83,13.81,1,0,INCREASE REPLENISHMENT,6.0,REACTIVE (Below ROP)
2020-01-27,M01AB,,2.48,5.47,9.18,6.7,6.43,22.84,33.97,12.87,1,0,INCREASE REPLENISHMENT,8.0,REACTIVE (Below ROP)
2020-01-28,M01AB,,2.05,5.4,8.77,6.72,5.84,22.04,32.15,15.4,1,0,INCREASE REPLENISHMENT,3.0,REACTIVE (Below ROP)
2020-01-29,M01AB,,2.47,5.51,10.01,7.54,7.79,24.32,37.82,16.0,1,0,INCREASE REPLENISHMENT,11.0,REACTIVE (Below ROP)
